"DairitenTK_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DairitenTK_Name_KJKC","DairitenTK_Name_KJ","DairitenTK_Name_KJR","DairitenTK_Name_KJK","DairitenTK_Name_KN","DairitenTK_Name_KNR","Yubinbango","Jusho_CD","Jusho_KJ","TEL_NO","FAX_NO","DairitenTK_KBN","DairitenTK_Seisaku_KBN","Nijiten_KBN","Keikakutani_FLG","PrintI_CTL","PrintYK_CTL","TorihikiKaishi_DT","TorihikiChushi_DT","Toroku_DT","agency_cd"
"07002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:47:37","PVU_EX_1400","itg19647","03/12/2026 16:31:46","PVU_EX_1400","東北アルフレッサ（株）本社","東北アルフレッサ（株）本社","東北アルフレッサ本社","東北Ａ本社","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ﾎﾝｼｬ","ﾄｳﾎｸAﾎﾝｼｬ","963-0547","07203","福島県郡山市喜久田町卸１丁目１２５－１３","","","1","3","","","","","","","20260401","13149"
"29016","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:21:09","PVU_EX_1400","itg39895","09/16/2025 14:21:09","PVU_EX_1400","東邦薬品（株）奈良営業部","東邦薬品（株）奈良営業部","東邦薬品奈良","東邦奈良","ﾄｳﾎｳ KK ﾅﾗ","ﾄｳﾎｳﾅﾗ","630-8445","29201","奈良県奈良市池田町２１０－４","0742-61-2600","","1","3","","1","372","016","20170401","","20170510","13013"
"30018","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:21:50","PVU_EX_1400","itg39895","09/16/2025 14:21:50","PVU_EX_1400","東邦薬品（株）和歌山営業部","東邦薬品（株）和歌山営業部","東邦薬品和歌山","東邦和歌山","ﾄｳﾎｳ KK ﾜｶﾔﾏ","ﾄｳﾎｳﾜｶﾔﾏ","649-6322","30201","和歌山県和歌山市和佐関戸５１３－１","073-465-4590","","1","3","","1","373","017","20170401","","20170510","13013"
"13180","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 14:26:22","PVU_EX_1400","itg46273","09/16/2025 14:26:22","PVU_EX_1400","（株）メディセオ南東京統括営業部","メディセオ南東京統括営業部","メディセオ南東京統括","ＭＣ南東京","ﾒﾃﾞｲｾｵﾐﾅﾐﾄｳｷﾖｳ","ﾒﾃﾞｲｾｵﾐﾅﾐﾄ","213-0022","14134","神奈川県川崎市高津区千年１２００－１","044-740-8089","","1","3","","1","202","","20130701","20190415","20130627","28026"
"38010","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:11:49","PVU_EX_1400","itg39895","09/16/2025 15:11:49","PVU_EX_1400","（株）アスティス","（株）アスティス","アスティス","アスティス","KK ｱｽﾃｲｽ","KK ｱｽﾃｲｽ","792-0893","38205","愛媛県新居浜市多喜浜　６７－１７３","0897-46-2500","0897-46-0350","1","3","","1","004","045","20000401","","19911127","23049"
"43023","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:17:22","PVU_EX_1400","itg39895","09/16/2025 15:17:22","PVU_EX_1400","（株）翔薬熊本営業部","（株）翔薬熊本営業部","翔薬熊本営業部","翔薬熊本","KK ｼﾖｳﾔｸ ｸﾏﾓﾄ","ｼﾖｳﾔｸ ｸﾏﾓﾄ","862-0962","43104","熊本県熊本市南区田迎２丁目１２－２８","096-370-3411","096-370-3412","1","3","","1","650","153","20070101","","20061219","40004"
"46007","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:28:14","PVU_EX_1400","itg46273","09/16/2025 15:28:14","PVU_EX_1400","（株）アステム鹿児島営業部","（株）アステム鹿児島営業部","アステム鹿児島営業部","ＡＳ鹿児島","KK ｱｽﾃﾑｶｺﾞｼﾏｴｲｷﾞﾖｳﾌﾞ","ｱｽﾃﾑｶｺﾞｼﾏ","890-0073","46201","鹿児島県鹿児島市宇宿２丁目４－７","099-260-2671","099-260-2825","1","1","","1","920","150","19000101","","19000101","44001"
"06015","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 16:31:57","PVU_EX_1400","itg37786","02/16/2026 16:31:57","PVU_EX_1400","東北アルフレッサ（株）山形営業部","東北アルフレッサ（株）山形","東北アルフレッサ山形","東北Ａ山形","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ﾔﾏｶﾞﾀ","ﾄｳﾎｸAﾔﾏｶﾞﾀ","990-2251","06201","山形県山形市立谷川２丁目４８５　－１４","0000-00-0000","","1","3","","5","305","030","20081001","","20080918","13149"
"47007","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 14:42:23","PVU_EX_1400","itg36186","03/12/2026 15:44:05","PVU_EX_1400","（株）琉薬","（株）琉薬","（株）琉薬","琉薬","ﾘﾕｳﾔｸ","ﾘﾕｳﾔｸ","901-2131","47208","沖縄県浦添市牧港５丁目６－５","098-878-3111","098-878-1199","1","3","","","530","142","20080101","","20080317","13149"
"18001","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 16:13:28","PVU_EX_1400","itg37786","02/19/2026 16:13:28","PVU_EX_1400","明祥（株）福井営業部","明祥（株）福井営業部","明祥福井営業部","明祥福井","ﾒｲｼｮｳ ﾌｸｲｴｲｷﾞｮｳﾌﾞ","ﾒｲｼｮｳ ﾌｸｲ","910-0823","18201","福井県福井市重立町２８－４５","","","1","3","","","","","","","20260401","17001"
"16003","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 16:24:14","PVU_EX_1400","itg37786","02/19/2026 16:24:14","PVU_EX_1400","明祥（株）富山営業部","明祥（株）富山営業部","明祥富山営業部","明祥富山","ﾒｲｼｮｳ ﾄﾔﾏｴｲｷﾞｮｳﾌﾞ","ﾒｲｼｮｳ ﾄﾔﾏ","930-0996","16201","富山県富山市新庄本町１丁目４　１０号","","","1","3","","","","","","","20260401","17001"
"37002","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:52:56","PVU_EX_1400","itg19647","03/12/2026 16:35:24","PVU_EX_1400","四国アルフレッサ（株）香川・高知統括部","四国アルフレッサ香川・高知","四国ＡＦ香川・高知","四ＡＦ香高","ｼｺｸｱﾙﾌﾚﾂｻ ｶｶﾞﾜ･ｺｳﾁ","ｼｺｸAF ｶ･ｺｳ","769-0103","37201","香川県高松市国分寺町福家甲１２５５－１０","","","1","3","","","","","","","20260401","13149"
"29015","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:38:20","PVU_EX_1400","itg39895","09/16/2025 14:38:20","PVU_EX_1400","アルフレッサ（株）紀和","アルフレッサ（株）紀和","アルフレッサ紀和","ＡＦ紀和","ｱﾙﾌﾚﾂｻ ｷﾜ","AF ｷﾜ","630-8444","29201","奈良県奈良市今市町　６０－１","0000-00-0000","","1","3","","5","362","002","20100401","","20100310","13149"
"43003","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:23:55","PVU_EX_1400","itg46273","09/16/2025 15:23:55","PVU_EX_1400","（株）アステム熊本営業部","（株）アステム熊本営業部","アステム熊本営業部","ＡＳ熊本","KK ｱｽﾃﾑ ｸﾏﾓﾄｴｲｷﾞﾖｳﾌﾞ","ｱｽﾃﾑ ｸﾏﾓﾄ","860-0831","43101","熊本県熊本市中央区八王寺町３３－５７","096-378-9111","096-379-1148","1","1","","1","610","150","19000101","","19000101","44001"
"30008","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 14:38:56","PVU_EX_1400","itg39895","09/16/2025 14:38:56","PVU_EX_1400","アルフレッサ和歌山","アルフレッサ和歌山","アルフレッサ和歌山","ＡＦ和歌山","ｱﾙﾌﾚﾂｻ ﾜｶﾔﾏ","AF ﾜｶﾔﾏ","641-0011","30201","和歌山県和歌山市三葛　字坂口５２９","0000-00-0000","","1","3","","","363","003","19000101","","19000101","13149"
"27073","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:06:33","PVU_EX_1400","itg46273","09/16/2025 15:06:33","PVU_EX_1400","メディセオ大阪・紀和統括","メディセオ大阪・紀和統括","メディセオ大阪・紀和","ＭＣ大・紀","ﾒﾃﾞｲｾｵ ｵｵｻｶ･ｷﾜ ﾄｳｶﾂ","MCｵｵｻｶ･ｷﾜ","531-0071","27127","大阪府大阪市北区中津６丁目","0000-00-0000","","1","3","","1","364","006","20091001","","20090917","28026"
"13017","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/16/2026 16:52:46","PVU_EX_1400","itg37786","02/16/2026 16:52:46","PVU_EX_1400","アルフレッサ（株）東京営業本部","アルフレッサ東京","アルフレッサ東京","ＡＦ東京","ｱﾙﾌﾚﾂｻ ﾄｳｷｮｳ","AF ﾄｳｷﾖｳ","112-0005","13105","東京都文京区水道１丁目６　１３号","0000-00-0000","","1","1","","5","202","","19000101","","19000101","13149"
"14027","02/17/2026 00:00:00","02/17/2026 00:00:00","0","itg37786","02/17/2026 16:54:44","PVU_EX_1400","itg37786","02/17/2026 16:54:44","PVU_EX_1400","アルフレッサ（株）メディカル営業本部","アルフレッサメディカル","メディカル営業本部","メディ営本","ｱﾙﾌﾚﾂｻ ﾒﾃﾞｨｶﾙｴｲｷﾞｮｳ","AFﾒﾃﾞｨｶﾙ","101-0053","13101","東京都千代田区神田美土代町７　住友不動産神田ビル１４階","0000-00-0000","","1","1","","5","218","","19000101","","19000101","13149"
"47005","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg36186","03/12/2026 15:57:32","PVU_EX_1400","itg19647","03/12/2026 16:38:37","PVU_EX_1400","（株）琉薬沖縄第一営業部","（株）琉薬沖縄第一営業部","琉薬沖縄第一営業部","琉薬沖縄１","ﾘｭｳﾔｸｵｷﾅﾜﾀﾞｲ1ｴｲｷﾞｮｳ","ﾘｭｳﾔｸｵｷﾅﾜ1","901-2131","47208","沖縄県浦添市牧港５丁目６－５","","","1","3","","","","","","","20260401","13149"
"22002","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg39895","09/16/2025 15:05:38","PVU_EX_1400","itg39895","09/16/2025 15:05:38","PVU_EX_1400","（株）スズケン静岡営業部","（株）スズケン静岡営業部","スズケン静岡営業部","Ｓ・静岡","KK ｽｽﾞｹﾝ ｼｽﾞｵｶｴｲｷﾞﾖｳ","ｽｽﾞｹﾝｼｽﾞｵｶ","422-8008","22102","静岡県静岡市駿河区栗原　１９３－１","0000-00-0000","","1","3","","1","401","014","19000101","","19000101","23049"
"40005","10/01/2025 00:00:00","12/31/9999 00:00:00","0","itg46273","09/16/2025 15:16:54","PVU_EX_1400","itg46273","09/16/2025 15:16:54","PVU_EX_1400","（株）アステム北九州営業部","（株）アステム北九州営業部","アステム北九州営業部","ＡＳ北九州","KK ｱｽﾃﾑ ｷﾀｷﾕｳｼﾕｳ","ASｷﾀｷﾕｳｼﾕｳ","800-0221","40107","福岡県北九州市小倉南区下曽根新町１３－１","093-471-1981","093-417-1862","1","3","","1","120","150","19000101","","19000101","44001"
"34010","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/18/2026 16:09:40","PVU_EX_1400","itg36186","03/12/2026 15:38:12","PVU_EX_1400","ティーエスアルフレッサ（株）","ティーエスアルフレッサ（株","ＴＳアルフレッサ","ＴＳアルフ","ﾃｲ-ｴｽｱﾙﾌﾚﾂｻ","ﾃｲ-ｴｽｱﾙﾌ","733-0833","34104","広島県広島市西区商工センター１丁目２－１９","082-501-0222","082-276-3010","1","3","","1","016","038","19000101","","19000101","13149"
"47003","04/01/2026 00:00:00","12/31/9999 00:00:00","0","itg37786","02/19/2026 14:47:47","PVU_EX_1400","itg37786","02/19/2026 14:47:47","PVU_EX_1400","（株）琉薬沖縄第二営業部","（株）琉薬沖縄第二営業部","琉薬沖縄第二営業部","琉薬沖縄２","ﾘｭｳﾔｸｵｷﾅﾜﾀﾞｲ2ｴｲｷﾞｮｳ","ﾘｭｳﾔｸｵｷﾅﾜ2","906-0013","47214","沖縄県宮古島市平良下里８８３　－１","","","1","3","","","","","","","20260401","13149"
"15002","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:42:35","PVU_EX_1400","itg04213","10/16/2024 11:42:35","PVU_EX_1400","（株）バイタルネット新潟","（株）バイタルネット新潟","バイタルネット新潟","ＶＮ新潟","KK ﾊﾞｲﾀﾙﾈﾂﾄ ﾆｲｶﾞﾀ","ﾊﾞｲﾀﾙﾈﾂﾄﾆｲ","950-2027","15107","新潟県新潟市西区小新大通　３７９９－１","025-234-1111","","1","3","","1","332","030","20010101","","20010101","04041"
"15012","10/16/2024 00:00:00","12/31/9999 00:00:00","0","itg04213","10/16/2024 11:43:25","PVU_EX_1400","itg04213","10/16/2024 11:43:25","PVU_EX_1400","（株）スズケン新潟営業部","（株）スズケン新潟営業部","スズケン新潟営業部","Ｓ・新潟","KK ｽｽﾞｹﾝ ﾆｲｶﾞﾀｴｲｷﾞﾖｳ","ｽｽﾞｹﾝﾆｲｶﾞﾀ","950-2031","15107","新潟県新潟市西区流通センター２丁目２－５","0000-00-0000","","1","1","","1","331","","19000101","","19000101","23049"
"02018","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 13:59:00","PVU_EX_1400","itg04283","04/16/2025 13:59:00","PVU_EX_1400","（株）バイタルネット青森","（株）バイタルネット青森","バイタルネット青森","ＶＮ青森","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ｱｵﾓﾘ","VNｱｵﾓﾘ","038-0000","02201","青森県青森市","0000-00-0000","","1","3","","5","111","001","20010101","","19990610","04041"
"03019","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:01:31","PVU_EX_1400","itg04283","04/16/2025 14:01:31","PVU_EX_1400","（株）バイタルネット岩手","（株）バイタルネット岩手","バイタルネット岩手","ＶＮ岩手","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ｲﾜﾃ","VNｲﾜﾃ","020-0000","03201","岩手県盛岡市","0000-00-0000","","1","3","","5","112","001","20010101","","20010101","04041"
"03028","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:03:18","PVU_EX_1400","itg04283","04/16/2025 14:03:18","PVU_EX_1400","東邦薬品（株）岩手営業部","東邦薬品（株）岩手営業部","東邦薬品岩手営業部","東邦岩手","ﾄｳﾎｳ ｲﾜﾃ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ｲﾜﾃ","020-0891","03322","岩手県紫波郡矢巾町流通センター南３丁目４－１２","0000-00-0000","","1","3","","1","153","002","20101001","","20100907","13013"
"05007","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:06:51","PVU_EX_1400","itg04283","04/16/2025 14:06:51","PVU_EX_1400","（株）バイタルネット秋田","（株）バイタルネット秋田","バイタルネット秋田","ＶＮ秋田","(ｶﾌﾞ)ﾊﾞｲﾀﾙﾈﾂﾄ ｱｷﾀ","VNｱｷﾀ","010-0000","05201","秋田県秋田市","0000-00-0000","","1","3","","5","114","001","20010101","","19990610","04041"
"05018","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:08:39","PVU_EX_1400","itg04283","04/16/2025 14:08:39","PVU_EX_1400","東邦薬品（株）秋田営業部","東邦薬品（株）秋田営業部","東邦薬品秋田営業部","東邦秋田","ﾄｳﾎｳ ｱｷﾀ ｴｲｷﾞﾖｳﾌﾞ","ﾄｳﾎｳ ｱｷﾀ","010-0941","05201","秋田県秋田市川尻町大川反２３３－１３０","0000-00-0000","","1","3","","1","152","010","20101001","","20100907","13013"
"07005","04/16/2025 00:00:00","03/31/2026 00:00:00","0","itg04283","04/16/2025 14:09:26","PVU_EX_1400","itg04283","04/16/2025 14:09:26","PVU_EX_1400","東北アルフレッサ（株）福島","東北アルフレッサ（株）福島","東北アルフレッサ福島","東北Ａ福島","ﾄｳﾎｸｱﾙﾌﾚﾂｻ ﾌｸｼﾏ","ﾄｳﾎｸAﾌｸｼﾏ","963-0547","07203","福島県郡山市喜久田町卸１丁目１２５－１３","0000-00-0000","","1","3","","5","306","017","19000101","","20230418","13149"
"14027","04/16/2025 00:00:00","02/16/2026 00:00:00","0","itg04283","04/16/2025 14:14:08","PVU_EX_1400","itg04283","04/16/2025 14:14:08","PVU_EX_1400","アルフレッサ（株）神奈川","アルフレッサ（株）神奈川","アルフレッサ神奈川","ＡＦ神奈川","ｱﾙﾌﾚﾂｻ ｶﾅｶﾞﾜ","AF ｶﾅｶﾞﾜ","221-0832","14102","神奈川県横浜市神奈川区桐畑８－３","0000-00-0000","","1","1","","5","218","","19000101","","19000101","13149"
"14056","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:15:22","PVU_EX_1400","itg04283","04/16/2025 14:15:22","PVU_EX_1400","（株）メディセオ神奈川統括営業部","メディセオ神奈川統括営業部","メディセオ神奈川統括","ＭＣ神奈川","ﾒﾃﾞｲｾｵ ｶﾅｶﾞﾜ ﾄｳｶﾂ","MCｶﾅｶﾞﾜ","231-0034","14104","神奈川県横浜市中区三吉町","0000-00-0000","","1","3","","1","215","","20091001","","20100928","28026"
"28008","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:36:07","PVU_EX_1400","itg04283","04/16/2025 14:36:07","PVU_EX_1400","アルフレッサ（株）兵庫","アルフレッサ（株）兵庫","アルフレッサ兵庫","ＡＦ兵庫","ｱﾙﾌﾚﾂｻ ﾋﾖｳｺﾞ","AF ﾋﾖｳｺﾞ","658-0027","28101","兵庫県神戸市東灘区青木３丁目１　－４０","0000-00-0000","","1","3","","5","380","004","19000101","","19000101","13149"
"34003","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:38:15","PVU_EX_1400","itg04283","04/16/2025 14:38:15","PVU_EX_1400","（株）サンキ","（株）サンキ","サンキ","サンキ","KK ｻﾝｷ","ｻﾝｷ","733-0832","34104","広島県広島市西区草津港３丁目３－３３","082-501-0800","082-501-0824","1","3","","5","013","033","19000101","","19000101","23049"
"41007","04/16/2025 00:00:00","09/30/2025 00:00:00","0","itg04283","04/16/2025 14:44:44","PVU_EX_1400","itg04283","04/16/2025 14:44:44","PVU_EX_1400","（株）宮崎温仙堂商店佐賀支店","（株）宮崎温仙堂商店佐賀","宮崎温仙堂佐賀支店","温仙堂佐賀","KK ﾐﾔｻﾞｷ ｵﾝｾﾝﾄﾞｳ ｻｶﾞ","ｵﾝｾﾝﾄﾞｳ ｻｶ","849-0912","41201","佐賀県佐賀市兵庫町瓦町１１０４","0000-00-0000","","1","3","","1","340","501","19000101","","19000101","42002"
"42002","04/16/2025 00:00:00","09/30/2025 00:00:00","0","itg04283","04/16/2025 14:45:51","PVU_EX_1400","itg04283","04/16/2025 14:45:51","PVU_EX_1400","（株）宮崎温仙堂商店","（株）宮崎温仙堂商店","宮崎温仙堂","宮崎温仙堂","KK ﾐﾔｻﾞｷ ｵﾝｾﾝﾄﾞｳ","ｵﾝｾﾝﾄﾞｳ","854-0014","42204","長崎県諫早市東小路町２－２８","0957-22-3350","","1","3","","1","420","500","19000101","","19000101","42002"
"45012","04/16/2025 00:00:00","12/31/9999 00:00:00","0","itg04283","04/16/2025 14:48:45","PVU_EX_1400","itg04283","04/16/2025 14:48:45","PVU_EX_1400","（株）翔薬宮崎営業部","（株）翔薬宮崎営業部","翔薬宮崎営業部","翔薬宮崎","KK ｼﾖｳﾔｸ ﾐﾔｻﾞｷ","ｼﾖｳﾔｸﾐﾔｻﾞｷ","880-0951","45201","宮崎県宮崎市大塚町流合５０７８－２","0000-00-0000","","1","3","","1","825","152","20001001","","20000913","40004"
"27041","09/12/2025 00:00:00","12/24/2025 00:00:00","0","itg45886","09/12/2025 10:28:03","PVU_EX_1400","itg45886","09/12/2025 10:28:03","PVU_EX_1400","（株）ケーエスケー","ケーエスケー","ケーエスケー","ＫＳＫ","ｹ-ｴｽｹ-","ｹ-ｴｽｹ-","540-0029","27128","大阪府大阪市中央区本町橋１－２０","06-6946-1352","06-6941-5400","1","3","","","","","","","20241101","27042"
